tokens
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO1S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO2S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO3S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO1P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO2P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO3P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO1S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO2S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO3S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO1P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO2P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO3P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO1S', 'COND', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1P', 'IMP', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1P', 'IMP', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC2P', 'IMP', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2P', 'IMP', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC2P', 'IMP', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC3P', 'IMP', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC3P', 'IMP', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC3P', 'IMP', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1S', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1S', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1S', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1S', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC2S', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2S', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC2S', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC2S', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC3S', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3S', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC3S', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC3S', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3S', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC3S', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1P', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1P', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1P', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1P', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC2P', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2P', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC2P', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC2P', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC3P', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3P', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC3P', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC3P', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3P', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC3P', 'IND', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1S', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1S', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1S', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1S', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC2S', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2S', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC2S', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC2S', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC3S', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3S', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC3S', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC3S', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3S', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC3S', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1P', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1P', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1P', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1P', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC2P', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2P', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC2P', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC2P', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC3P', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3P', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC3P', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC3P', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3P', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC3P', 'IND', 'PST', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC2S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC2S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC2S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC3S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC3S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC3S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC3S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC2P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC2P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC2P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC3P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC3P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC3P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC3P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ტ', 'ო', 'ვ', 'ე', 'ბ', 'ს', 'V.MSDR', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC2S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC2S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC2S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC3S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC3S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC3S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC3S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC2P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC2P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC2P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC3P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC3P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC3P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC3P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC2S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC2S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC2S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC3S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC3S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC3S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC3S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC2P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC2P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC2P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC3P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC3P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC3P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC3P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC2S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC2S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC2S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC3S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3S', 'SBJV', 'PRS', '<eos>']"
